file_name,rg_value
/home/cedric/Documents/Capstone/Brains/MTR_ratio_data/scans/20220210_MCH_MTR_RG_002_1-02-1-PDw-flash_2019.nii.gz,101
/home/cedric/Documents/Capstone/Brains/MTR_ratio_data/scans/20220210_MCH_MTR_RG_002_1-05-1-PDw-flash_2019.nii.gz,101
/home/cedric/Documents/Capstone/Brains/MTR_ratio_data/scans/20220210_MCH_MTR_RG_002_1-04-1-PDw-flash_2019.nii.gz,50.8
/home/cedric/Documents/Capstone/Brains/MTR_ratio_data/scans/20220210_MCH_MTR_RG_002_1-06-1-PDw-flash_2019.nii.gz,50.8
